MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Bsmt Full Bath,Fireplaces,Mas Vnr Area,Year Remod/Add,Total Bsmt SF,Overall Qual,SalePrice
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,2.865140071533973,0.8996847929445627,1.4327722508240888,1.36292636247221,5.730782275666389
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.9955703101375978,-1.1588888210480055,1.36292636247221,5.214843848047698
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.593338654074348,-0.4343639567757885,-1.4886899538591314,5.14921911265538
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,2.1745098033497494,0.1043260044542681,0.1805434139968,1.176219184130976,-0.0628817956934606,5.32221929473392
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,2.1635282321728084,-0.3468269305648926,1.8936175743283843,-0.0628817956934606,5.278753600952829
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0874356702205863,2.1745098033497494,-0.1124321247792624,-0.4906552063544452,0.0146039099371591,0.6500222833893747,5.230448921378274
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,0.7558565171550102,-0.5531385246892667,0.6500222833893747,5.334453751150931
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,0.4522798434870408,-0.6824262407405153,-0.1017951666180495,-0.0628817956934606,5.173186268412274
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,1.1393985859271505,0.0739911938938982,-0.775785874776296,5.175801632848279
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,-0.7783117579335502,0.0217303840119678,-0.775785874776296,5.152288344383057
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-0.6824262407405153,-0.3916051123269363,-1.4886899538591314,5.1003705451175625
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.6344834821439977,-0.4343639567757885,-1.4886899538591314,5.060697840353612
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,2.30042810326767,-0.6344834821439977,-1.3394261642764924,-0.0628817956934606,4.982271233039568
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,2.2319781677202397,-0.6344834821439977,-1.2396555272291707,-0.775785874776296,5.023252459633712
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.8216180619444433,-0.9251203987935336,1.598816263906505,-0.6344834821439977,-1.2396555272291707,-0.0628817956934606,4.944482672150168
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.4427124477579277,-0.4557433790002145,-0.0628817956934606,5.175801632848279
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.4427124477579277,-0.5008777148073363,0.6500222833893747,5.079181246047625
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.2988841719683751,-0.4557433790002145,-0.0628817956934606,5.164352855784437
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8216180619444433,0.6246947022781079,0.3496049401658948,1.235284103120185,1.290242769327915,2.0758304415550453,5.575374920869163
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,0.5663630693994254,1.1393985859271505,1.5610487841706453,1.36292636247221,5.48572142648158
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0874356702205863,0.6246947022781079,1.992403393304232,1.235284103120185,2.097909831139567,2.0758304415550453,5.596808144440335
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.8216180619444433,-0.9251203987935336,0.885796101954102,1.235284103120185,1.180970166847515,1.36292636247221,5.463804927225282
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,2.933590007081404,0.9955703101375978,1.546795836021028,2.0758304415550453,5.439332693830263
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.7945295212241944,1.0435130687341152,1.841356764446454,1.36292636247221,5.413299764081252
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,0.3838299079396101,0.9476275515410802,1.1168319001742368,0.6500222833893747,5.330413773349191
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0874356702205863,2.1745098033497494,3.760693394946192,1.235284103120185,3.0481063744473924,2.0758304415550453,5.786507950304687
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,5.671587428978632,0.9476275515410802,4.273859915314487,2.0758304415550453,5.698970004336019
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,1.7756452640707012,0.9955703101375978,1.6750723693675844,2.0758304415550453,5.505014240084107
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.4408715208958024,1.0435130687341152,0.7676346705086109,1.36292636247221,5.311753861055754
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.9955703101375978,0.658362068028211,-0.0628817956934606,5.299942900022767
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.4946109315857506,1.0435130687341152,0.233149114897959,0.6500222833893747,5.204119982655925
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.4832026089945121,0.9955703101375978,0.4968286556658806,1.36292636247221,5.283301228703549
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,0.0,0.8517420343480452,-0.4438659222088667,-0.0628817956934606,5.335457900689384
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,0.7558565171550102,-1.5745998087451794,0.6500222833893747,5.2552725051033065
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.3667174240527525,0.7079137585584927,0.8222709717488109,2.0758304415550453,5.522663281777946
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.0758051979761719,0.6599709999619752,1.382886932300428,1.36292636247221,5.550228353055094
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,1.3535373281948784,0.5640854827689401,1.5990566459029585,0.6500222833893747,5.415640979896154
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,1.4904371992897398,0.5161427241724226,0.9885553668276804,1.36292636247221,5.511883360978874
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,1.4105789411510707,1.0914558273306327,0.2497775544058459,1.36292636247221,5.4623979978989565
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.4033443508558429,0.6599709999619752,0.3519236828114372,0.6500222833893747,5.344392273685111
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.7146712630855252,1.0435130687341152,1.3021202261192628,1.36292636247221,5.345373730559088
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,1.235284103120185,0.4065599840516372,0.6500222833893747,5.310693312343361
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,1.1873413445236678,-0.6909170234689014,0.6500222833893747,5.332842266994351
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.3691193830821276,1.1393985859271505,1.2332309767294456,1.36292636247221,5.419129307741976
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,0.9955703101375978,-0.1326765542755538,0.6500222833893747,5.406369835469268
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.9955703101375978,1.0004328236190283,-0.0628817956934606,5.433769833924866
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,0.1214384883411257,0.9476275515410802,-0.5127551715986841,0.6500222833893747,5.2576785748691846
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,-0.5744691897244197,0.8517420343480452,-0.2348226826811451,0.6500222833893747,5.311753861055754
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,0.3723144483828701,0.0193548926536982,-0.0628817956934606,5.276461804173244
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.2509414133718576,-0.306087423429232,-0.0628817956934606,4.997823080745725
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,-0.01122762038927,-0.7194229197681362,-0.0628817956934606,5.096910013008056
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.8996847929445627,-0.120799097484206,0.6500222833893747,5.288919605661727
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.0367151382072474,-0.0162774777203452,-0.0628817956934606,5.181843587944773
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.2988841719683751,-2.486788490320692,-0.0628817956934606,5.049218022670182
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,0.5161427241724226,0.1476314260002547,-0.775785874776296,5.1702617153949575
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,1.1873413445236678,-0.3630992160277015,-0.775785874776296,5.141449773400467
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.3976401895602237,-0.8262545165300678,-0.3916051123269363,-0.775785874776296,5.086359830674748
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,1.235284103120185,-0.0162774777203452,-0.775785874776296,5.103803720955957
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0874356702205863,2.1745098033497494,0.8515711341803867,0.8517420343480452,0.3828050704689416,-0.0628817956934606,5.227886704613674
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.3723144483828701,-0.7051699716185188,0.6500222833893747,5.278753600952829
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,2.30042810326767,0.4202572069793875,0.4374413717091415,1.36292636247221,5.559308010907013
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,0.4522798434870408,0.4202572069793875,0.8151444976740022,1.36292636247221,5.45484486000851
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.9955703101375978,1.0479426507844194,0.6500222833893747,5.414973347970818
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,0.1100301657498873,0.9476275515410802,-1.0614936753589534,0.6500222833893747,5.190331698170292
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.9955703101375978,-1.0614936753589534,0.6500222833893747,5.17897694729317
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,0.9955703101375978,-1.0614936753589534,0.6500222833893747,5.174641192660449
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0874356702205863,0.6246947022781079,1.8897284899830855,1.1873413445236678,1.0051838063355674,0.6500222833893747,5.346352974450639
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,0.6576296501293329,0.7558565171550102,-0.6909170234689014,-0.0628817956934606,5.249198357391113
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,6.036653751898262,0.7558565171550102,-0.6909170234689014,-0.0628817956934606,5.247973266361806
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,0.8996847929445627,-1.227778070437823,0.6500222833893747,5.167642195482166
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0874356702205863,0.6246947022781079,-0.5744691897244197,1.235284103120185,1.4137683199579325,1.36292636247221,5.42799865054071
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.7558565171550102,-0.1706844160078668,1.36292636247221,5.4048337166199385
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,-0.2029986547753401,-0.7574307815004492,1.36292636247221,5.190331698170292
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,0.8517420343480452,1.0574446162174975,0.6500222833893747,5.361727836017593
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,-0.4147526734470814,0.8037992757515277,1.3377525964933064,-0.0628817956934606,5.311753861055754
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.5744691897244197,-0.2988841719683751,0.4208129322012546,-0.0628817956934606,5.32735893438633
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,-0.3348944153084123,0.1805434139968,-0.158806959216519,0.6500222833893747,5.293362554711446
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.5744691897244197,1.0435130687341152,0.271156976630272,-0.0628817956934606,5.295567099962479
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.6344834821439977,-0.7883121691579535,-0.0628817956934606,5.232996110392154
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,0.406646553122087,-0.8741972751265853,0.4398168630674111,-0.775785874776296,5.153052275067108
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,2.1745098033497494,1.998107554599851,-1.0180255509161378,0.6678640334612892,-0.0628817956934606,5.155336037465061
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,0.9542460375015328,-0.8262545165300678,1.10020346066635,-0.775785874776296,5.252610340567373
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.9700827923196204,-1.2206515963630142,-0.0628817956934606,5.134495855834674
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,-0.0839113183011663,-0.9700827923196204,0.2497775544058459,-0.775785874776296,5.2564772062416765
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0874356702205863,-0.9251203987935336,0.3153799723921794,-1.0180255509161378,-0.2633285789803798,-0.0628817956934606,5.138302698166282
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9964894023856163,-0.9251203987935336,0.2469300368447487,0.8037992757515277,1.618060576769115,-0.775785874776296,4.928907690243952
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,2.1745098033497494,0.937133553614675,0.8517420343480452,0.2212716581066112,-0.775785874776296,5.29578694025161
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,1.3649456507861168,-1.6412814126708657,-0.6291542481538928,-0.0628817956934606,5.236789099409293
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,-0.5744691897244197,1.1393985859271505,-0.4486169049254059,-0.775785874776296,5.066325925362038
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-0.8741972751265853,-0.7574307815004492,-2.2015940329419665,4.883661435153617
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,-0.9251203987935336,0.052988552793695,-1.4495103782847956,0.0217303840119678,-0.775785874776296,5.107209969647869
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,2.1745098033497494,0.3610132627571332,-0.5865407235474802,0.2592795198389242,-0.0628817956934606,5.184691430817598
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8216180619444433,0.6246947022781079,0.5663630693994254,-1.4495103782847956,0.5253345519651154,-0.775785874776296,5.12057393120585
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0874356702205863,0.6246947022781079,0.6576296501293329,1.1393985859271505,0.0787421766104373,-0.0628817956934606,5.250420002308894
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,1.4847330379941206,-1.1618538267056904,0.1381294605671764,-0.775785874776296,5.188365926063148
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0874356702205863,0.6246947022781079,1.062625102118298,0.2284861725933175,2.1382931842301494,0.6500222833893747,5.2552725051033065
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.8216180619444433,-0.9251203987935336,-0.5744691897244197,-1.2577393438987254,1.323499648343689,-0.775785874776296,5.130333768495007
