,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_None,Bsmt Qual_Po,Bsmt Qual_TA,Central Air_Y,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Po,Kitchen Qual_TA,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Garage Qual_Fa,Garage Qual_Gd,Garage Qual_None,Garage Qual_Po,Garage Qual_TA,Mas Vnr Area,Garage Yr Blt,Year Remod/Add,Full Bath,Year Built,1st Flr SF,Total Bsmt SF,Garage Area,Garage Cars,Gr Liv Area,Overall Qual,SalePrice
16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.5695147609970919,0.4145194186648882,1.0017686708578066,0.794068598264912,0.5584813040790148,-0.20171386305023264,-1.1181221417009708,0.09145974318898284,0.30946500799071514,0.5039300458410795,1.3566895252595044,12.007621706806335
17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.3839900460380083,1.314176221983839,1.24150804066426,-1.0196065714935767,1.2866218974506696,1.7965819248512118,1.8287525016301625,1.680379932720463,1.6228815550624196,0.7100525548741622,2.0659403251565585,12.885202034321916
18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5695147609970919,-1.0985397505533474,-1.587416523051888,-1.0196065714935767,-0.666118784773314,-0.7579405256619749,-0.4251408261913365,-0.3359690797259182,0.30946500799071514,-1.2560390697490884,-1.4803136743287122,11.856515169360305
19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.09467687339484224,0.005584508065365041,0.18665481351586583,0.794068598264912,0.22750830709189884,2.355383710900971,1.1153225571382768,0.12862746692071336,0.30946500799071514,1.1401350977604983,-0.06181207453460391,12.254862809699606
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2.1095775457939028,-0.035308982994587276,-0.34077180005833124,0.794068598264912,0.19441100739318726,1.7656804435950038,1.8014876629871603,0.3423418783781639,0.30946500799071514,0.686269188447268,-0.06181207453460391,12.154779351142624
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.11741793422611152,-0.1579894561744442,-0.48461542194220314,0.794068598264912,0.09511910829705249,0.037772616685378596,0.004280382435945064,0.2587144999817702,0.30946500799071514,-0.6436173842565638,0.6474387253624502,12.043553716032399
22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,-0.5695147609970919,0.905241311384316,0.7620293010513535,0.794068598264912,0.9556489004635538,-0.8866966975628412,-0.5387443205371781,0.8859198379547228,0.30946500799071514,0.3493381640662674,0.6474387253624502,12.283033686666302
23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.4351448540495311,-0.32156342041425345,-0.6764069177873657,-1.0196065714935767,-0.037270090497793854,-0.3974232443395494,-0.10705104202297978,0.035708157591387055,0.30946500799071514,-0.9785664614353232,-0.06181207453460391,11.911701584927597
24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.5695147609970919,-0.28066992935430113,1.1456122927416788,-1.0196065714935767,-0.004172790799082267,-0.2068641099262673,0.0610821296088659,0.12862746692071336,0.30946500799071514,-0.8319023684694759,-0.771062874431658,11.917723684090689
25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5695147609970919,-0.4033504025341581,-0.772302665709947,-1.0196065714935767,-0.10346468989521702,-0.26351682556264844,0.011096592096695565,-0.7819817645066846,-1.0039515390809892,-0.8755052069187819,-0.771062874431658,11.863582336583399
26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.5695147609970919,-0.32156342041425345,-0.6764069177873657,-1.0196065714935767,-0.037270090497793854,-0.711588303777663,-0.3842435682268335,0.24477660358237127,0.30946500799071514,-1.2203640201087471,-1.4803136743287122,11.744037185933616
27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,-0.5695147609970919,0.0,-0.6284590438260751,-1.0196065714935767,-0.004172790799082267,-0.7579405256619749,-0.4251408261913365,-2.1943552663124444,-2.3173680861526935,-1.2560390697490884,-1.4803136743287122,11.652687407345388
28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.5695147609970919,0.8643478203243636,0.7140814270900628,0.794068598264912,0.9225516007648422,0.4600928605202199,0.8040489826306705,0.17973308705184285,0.30946500799071514,-0.3185780430890102,0.6474387253624502,12.122691036591123
29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2.2435321611334524,-0.28066992935430113,-0.6284590438260751,-1.0196065714935767,-0.004172790799082267,-1.7390625555465757,-1.29079945310665,-0.9678203831653371,-1.0039515390809892,-1.0122595638734233,-0.06181207453460391,11.472103470449973
30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2.1765548534636774,0.782560838204459,-0.6284590438260751,-1.0196065714935767,-0.004172790799082267,-1.630907371149848,-1.1953725178561432,-0.7076463170432234,-1.0039515390809892,-0.8041551076380994,-0.771062874431658,11.566466231898259
31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.55701475751826,-0.28066992935430113,-0.6284590438260751,-1.0196065714935767,-0.004172790799082267,-1.630907371149848,-1.1953725178561432,-0.9678203831653371,-1.0039515390809892,-0.8041551076380994,-0.06181207453460391,11.385092093460344
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,-0.5695147609970919,-0.035308982994587276,-0.34077180005833124,0.794068598264912,0.19441100739318726,-0.23004022086842324,0.0406335006266144,-0.15013046106726557,0.30946500799071514,-0.8497398932896465,-0.06181207453460391,11.755871643580617
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,-0.5695147609970919,-0.1170959651144919,-0.4366675479809125,0.794068598264912,0.1282164079957641,-0.7811166366041309,-0.445589455173588,-0.15013046106726557,0.30946500799071514,-0.08272632602230984,-0.06181207453460391,11.917723684090689
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5695147609970919,-0.1170959651144919,-0.4366675479809125,-1.0196065714935767,0.1282164079957641,-0.83004398192646,-0.4887587830250078,-0.7633979026408193,-1.0039515390809892,-1.3115335914118413,0.6474387253624502,11.695247021764184
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.5695147609970919,0.005584508065365041,-0.2928239260970406,0.794068598264912,0.22750830709189884,-0.7811166366041309,-0.445589455173588,-0.15013046106726557,0.30946500799071514,-0.08272632602230984,-0.06181207453460391,11.891361900690473
36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3346788925448688,1.2732827309238868,1.24150804066426,0.794068598264912,1.253524597751958,1.2068786575452441,1.2243819117102848,1.2947647990037585,1.6228815550624196,1.6574233175454463,2.0659403251565585,12.837775180646194
37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.5467737001658226,1.2323892398639344,1.1456122927416788,0.794068598264912,1.187329998354535,1.4051631622725782,1.4833978788188038,1.3923300737995512,1.6228815550624196,0.4087965801335028,1.3566895252595044,12.631340380934517
38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9421342766194656,1.314176221983839,1.24150804066426,0.794068598264912,1.253524597751958,2.012892293644667,1.9968856732620082,0.6210998063661428,1.6228815550624196,0.8765361198624213,2.0659403251565585,12.88712700173598
39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.8593344692914385,1.2732827309238868,1.24150804066426,0.794068598264912,1.253524597751958,0.9931434121898063,1.1198666969121103,1.8383427585803176,1.6228815550624196,0.09168502777491401,1.3566895252595044,12.58087577645635
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.6918912001170014,1.1097087666840775,1.0017686708578066,0.794068598264912,1.1211353989571118,0.9854180418757543,1.1130504872513598,0.27729836184763546,0.30946500799071514,0.08573918616819047,0.6474387253624502,12.301382825334498
41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.86307225707887,1.1097087666840775,1.0017686708578066,0.794068598264912,1.1211353989571118,1.3897124216444743,1.4697654594973026,1.197199524207966,1.6228815550624196,0.3969048969200557,2.0659403251565585,12.524526376648708
42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7700313923984053,1.1097087666840775,1.0497165448190973,0.794068598264912,1.1211353989571118,1.7090277279586228,1.75150212547499,0.9556093199517176,1.6228815550624196,0.642666349997962,1.3566895252595044,12.464583340681674
43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.3681675463797563,1.0688152756241251,0.9538207968965161,0.794068598264912,1.0880380992584,0.9699673012476503,1.0585208099653558,0.27729836184763546,0.30946500799071514,0.07384750295474339,0.6474387253624502,12.273731294003989
44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.672381391421983,1.2732827309238868,1.24150804066426,0.794068598264912,1.253524597751958,3.104744631364013,2.9057136280287414,1.6153364161899344,1.6228815550624196,1.7168817336126816,2.0659403251565585,13.323926946863102
45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.1449098541471734,1.314176221983839,1.24150804066426,0.794068598264912,1.253524597751958,0.5141704527185837,0.6972616979455794,0.054292019457252316,0.30946500799071514,-0.27695715184194547,0.6474387253624502,12.319401330837177
46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.542164563869864,1.0279217845641728,0.9538207968965161,0.794068598264912,1.0549407995596884,3.959685612785765,4.078101689677828,2.256479650562286,1.6228815550624196,2.374888204756753,2.0659403251565585,13.122363377404328
