,Mas Vnr Area,Garage Yr Blt,Year Remod/Add,Full Bath,Year Built,1st Flr SF,Total Bsmt SF,Garage Area,Garage Cars,Gr Liv Area,Overall Qual,SalePrice
46,1095.0,2003.0,2004,2,2003,2696,2846.0,958.0,3.0,2696,9,500000
47,232.0,2002.0,2002,2,2002,1687,1671.0,756.0,3.0,2250,8,320000
48,412.0,2005.0,2005,2,2005,1752,1752.0,576.0,2.0,1752,9,319900
49,178.0,2006.0,2006,2,2006,1370,1370.0,484.0,2.0,1370,8,205000
50,106.0,2003.0,2003,2,2003,764,764.0,474.0,2.0,1626,7,175500
51,0.0,2005.0,2005,2,2005,1324,1324.0,430.0,2.0,1324,6,199500
52,14.0,2006.0,2006,2,2006,1145,1145.0,437.0,2.0,1145,7,160000
53,16.0,2004.0,2005,2,2004,1269,1256.0,430.0,2.0,1269,8,192000
54,0.0,2004.0,2004,2,2004,744,384.0,400.0,2.0,1374,7,184500
56,0.0,2004.0,2004,2,2004,847,847.0,433.0,2.0,1733,7,185088
57,0.0,2000.0,2000,2,2000,774,384.0,400.0,2.0,1430,7,180000
58,180.0,2001.0,2001,2,2001,884,884.0,434.0,2.0,2035,7,222500
59,165.0,1999.0,1999,2,1999,1422,1393.0,779.0,3.0,2599,9,333168
60,114.0,1998.0,1998,2,1998,1645,1629.0,962.0,3.0,2475,8,355000
61,338.0,1996.0,1996,2,1996,1720,1720.0,527.0,2.0,1720,7,260400
62,362.0,1994.0,1995,2,1994,1500,1463.0,712.0,2.0,2622,8,325000
63,348.0,1999.0,2007,2,1999,1164,1152.0,671.0,3.0,2270,8,290000
64,30.0,1998.0,1998,2,1998,1195,1195.0,486.0,2.0,1839,7,221000
65,579.0,1996.0,1996,2,1995,2053,2033.0,666.0,3.0,3238,8,410000
66,226.0,2005.0,2006,2,2005,1595,1595.0,880.0,3.0,1595,8,221500
67,0.0,2009.0,2010,2,2009,1218,1218.0,676.0,2.0,1218,7,204500
68,0.0,2009.0,2009,2,2009,764,756.0,614.0,2.0,1547,7,215200
69,36.0,2008.0,2008,2,2008,1566,1566.0,750.0,2.0,1566,8,262500
70,0.0,2004.0,2005,2,2004,991,991.0,678.0,2.0,1947,7,254900
71,0.0,2005.0,2005,2,2005,1468,1468.0,528.0,2.0,1468,6,271500
72,0.0,2004.0,2004,2,2004,956,956.0,618.0,2.0,2084,7,233000
73,122.0,2004.0,2004,2,2004,831,831.0,484.0,2.0,1659,7,181000
74,0.0,1994.0,2002,2,1994,1222,948.0,463.0,2.0,2110,7,205000
75,0.0,1980.0,1980,2,1980,923,923.0,264.0,1.0,923,6,143000
76,0.0,1992.0,1992,2,1992,1055,1055.0,462.0,2.0,1845,6,189000
77,0.0,1979.0,1979,2,1979,918,918.0,264.0,1.0,918,6,99500
78,0.0,1984.0,1984,1,1984,752,744.0,264.0,1.0,752,6,125000
79,0.0,1993.0,2003,2,1993,1014,996.0,457.0,2.0,1744,7,194500
80,0.0,1986.0,1985,2,1984,1097,1040.0,480.0,2.0,1097,6,152000
81,130.0,1980.0,1981,2,1980,888,650.0,476.0,2.0,1564,6,171000
82,0.0,1920.0,1950,1,1920,1012,816.0,429.0,1.0,1012,5,67500
83,0.0,1978.0,1978,2,1978,1318,0.0,539.0,2.0,1902,6,112000
84,0.0,1987.0,1995,1,1961,1155,1109.0,576.0,2.0,1155,5,148000
85,0.0,1973.0,2009,1,1965,894,894.0,336.0,1.0,894,5,138500
86,31.0,1970.0,1967,1,1967,900,882.0,280.0,1.0,900,5,122000
87,0.0,1963.0,1963,1,1963,1040,1040.0,308.0,1.0,1040,5,133000
88,0.0,1962.0,2010,1,1962,1040,1040.0,260.0,1.0,1040,5,127000
89,250.0,1974.0,2002,2,1974,1494,1208.0,461.0,2.0,1494,6,169000
90,0.0,1992.0,1992,2,1992,1061,750.0,564.0,2.0,1923,7,190000
91,504.0,1993.0,1993,2,1993,1251,1231.0,762.0,3.0,2349,8,362500
92,180.0,1992.0,1993,2,1992,1402,1390.0,713.0,3.0,2225,8,285000
93,0.0,2004.0,2005,2,2004,1488,1488.0,506.0,2.0,1488,7,260000
94,0.0,2004.0,2004,2,2004,840,840.0,588.0,2.0,1680,7,190000
95,120.0,2004.0,2004,2,2004,600,600.0,480.0,2.0,1200,7,155000
96,0.0,2004.0,2005,2,2004,600,600.0,480.0,2.0,1200,7,151000
97,0.0,2004.0,2005,2,2004,600,600.0,480.0,2.0,1200,7,149500
98,216.0,2005.0,2005,2,2005,600,600.0,480.0,2.0,1236,6,152000
99,432.0,2009.0,2009,2,2009,1478,1470.0,484.0,2.0,1478,7,222000
100,216.0,2000.0,2000,2,2000,769,756.0,440.0,2.0,1573,6,177500
101,1159.0,2000.0,2000,2,2000,756,756.0,440.0,2.0,1512,6,177000
102,0.0,1999.0,1999,2,1999,696,696.0,484.0,2.0,1416,7,155000
103,0.0,2003.0,2003,2,2003,530,530.0,496.0,2.0,1080,7,147110
104,0.0,2010.0,2010,1,2010,1418,1642.0,852.0,3.0,1418,8,267916
105,0.0,2000.0,2000,2,2000,975,975.0,592.0,2.0,1848,8,254000
106,0.0,1980.0,1980,1,1980,788,728.0,484.0,2.0,788,8,155000
107,0.0,1978.0,1978,1,1978,1226,1226.0,484.0,2.0,1226,8,206000
108,289.0,1976.0,2005,2,1976,725,725.0,475.0,2.0,1479,6,130500
109,0.0,2002.0,2002,2,2002,1492,1492.0,596.0,2.0,1492,7,230000
110,120.0,1967.0,1967,2,1967,1829,1829.0,535.0,2.0,1829,6,218500
111,0.0,1993.0,1993,2,1993,1280,1280.0,660.0,2.0,2495,6,243500
112,28.0,1977.0,2001,2,1977,1610,1610.0,480.0,2.0,1610,6,205000
113,0.0,1978.0,1978,3,1978,1287,1224.0,678.0,2.0,1891,6,212500
114,42.0,1988.0,1988,2,1988,980,980.0,496.0,2.0,1714,7,196500
115,0.0,1972.0,2006,1,1972,1381,1161.0,676.0,2.0,1381,6,197500
116,0.0,1971.0,1971,1,1971,930,715.0,441.0,2.0,1645,6,171000
117,172.0,1966.0,1966,1,1966,1232,1232.0,490.0,2.0,1232,5,142250
118,451.0,1963.0,1963,1,1963,1328,1328.0,528.0,2.0,1328,6,143000
119,0.0,1977.8634377276037,1959,1,1959,1225,950.0,0.0,0.0,1225,4,128950
120,0.0,1966.0,1966,1,1966,1209,1209.0,504.0,2.0,1209,5,159000
121,268.0,1967.0,1967,2,1967,1510,1510.0,517.0,2.0,1510,5,178900
122,0.0,1964.0,1964,2,1964,1131,533.0,480.0,2.0,1775,6,136300
123,86.0,1964.0,1964,1,1964,1152,1152.0,484.0,2.0,1152,5,180500
124,156.0,1963.0,1963,1,1963,1054,936.0,480.0,2.0,1054,6,137500
125,144.0,1977.8634377276037,2001,2,1962,1728,1728.0,0.0,0.0,1728,5,84900
126,0.0,1950.0,1996,1,1950,1078,1078.0,240.0,1.0,1078,5,142125
127,265.0,1994.0,2002,2,1952,1929,1140.0,400.0,2.0,2461,5,197600
128,340.0,1949.0,1950,2,1949,1019,782.0,470.0,2.0,1556,6,172500
129,0.0,1977.8634377276037,2008,1,1958,858,858.0,0.0,0.0,858,5,116500
130,0.0,1977.8634377276037,1966,1,1940,1306,728.0,0.0,0.0,1306,3,76500
131,110.0,1954.0,1954,1,1954,1063,1056.0,280.0,1.0,1063,5,128000
132,164.0,1955.0,1972,1,1955,1520,1156.0,364.0,1.0,1520,6,153000
133,200.0,1954.0,1954,1,1954,1268,1268.0,244.0,1.0,1268,5,132000
134,216.0,1966.0,2008,1,1966,1128,1080.0,315.0,1.0,1128,6,178000
135,361.0,1960.0,1960,2,1960,1105,1105.0,480.0,2.0,2274,5,154300
136,287.0,1970.0,1989,2,1970,2207,1947.0,576.0,2.0,2207,7,180000
137,0.0,1966.0,2002,2,1966,1888,1517.0,578.0,2.0,1888,6,190000
138,0.0,1958.0,1958,2,1958,1604,1604.0,576.0,2.0,1604,5,135000
139,506.0,2003.0,2009,2,2003,1480,1480.0,620.0,2.0,1480,7,214000
140,150.0,1959.0,1959,1,1959,1143,1143.0,308.0,1.0,1143,5,136000
141,0.0,1959.0,1959,1,1959,1700,1398.0,447.0,2.0,1700,5,165500
142,0.0,1957.0,1957,1,1957,1314,1314.0,294.0,1.0,1314,5,145000
143,220.0,1959.0,1959,1,1959,1194,1194.0,312.0,1.0,1194,6,148000
144,180.0,1959.0,1959,1,1959,1188,1188.0,531.0,2.0,1188,5,142000
145,324.0,1960.0,1960,1,1960,1264,1268.0,461.0,2.0,1264,5,167500
146,91.0,1959.0,1959,1,1959,1206,1206.0,312.0,1.0,1206,5,108538
147,432.0,1956.0,1959,1,1959,1580,1244.0,440.0,2.0,1580,6,159500
148,0.0,1956.0,1956,1,1956,832,832.0,263.0,1.0,1337,4,108000
149,0.0,1952.0,1952,1,1952,1064,864.0,318.0,1.0,1064,5,135000
150,0.0,1955.0,1955,1,1955,972,972.0,305.0,1.0,972,5,122500
151,0.0,1958.0,1958,1,1958,988,988.0,264.0,1.0,988,5,119000
152,0.0,1953.0,2007,1,1953,1057,1057.0,246.0,1.0,1057,5,109000
153,0.0,1989.0,1994,1,1920,985,576.0,676.0,2.0,985,4,105000
154,0.0,1967.0,2007,1,1955,827,0.0,392.0,1.0,827,5,107500
155,104.0,1989.0,2003,1,1954,1086,1086.0,490.0,2.0,1086,5,144900
156,0.0,1956.0,2000,1,1956,936,936.0,308.0,1.0,936,5,129000
157,0.0,1948.0,1950,1,1948,912,912.0,330.0,1.0,1458,6,97500
158,0.0,1980.0,1980,0,1980,1056,1056.0,576.0,2.0,1056,6,144000
159,0.0,1997.0,2006,1,1959,1287,1063.0,576.0,2.0,1287,5,162000
160,300.0,1961.0,2007,2,1967,1898,710.0,564.0,2.0,2978,7,242000
161,0.0,1950.0,2004,1,1948,816,816.0,280.0,1.0,1224,6,132000
162,0.0,1959.0,1994,1,1959,1246,1246.0,305.0,1.0,1246,5,154000
163,0.0,2000.0,1952,2,1952,910,910.0,720.0,2.0,1385,5,166000
164,0.0,2005.0,2000,1,1951,900,900.0,576.0,2.0,900,5,134800
165,261.0,1962.0,1962,1,1962,1116,1116.0,440.0,2.0,1116,6,160000
166,0.0,1960.0,1960,1,1960,1175,1175.0,484.0,2.0,1175,5,148000
167,218.0,1963.0,1984,1,1963,1395,1395.0,440.0,2.0,1395,6,192000
168,351.0,1966.0,1966,1,1966,1051,756.0,442.0,2.0,1839,6,155000
169,771.0,1900.0,1954,1,1900,1157,709.0,240.0,1.0,1844,4,80400
170,0.0,1977.8634377276037,2004,1,1910,792,576.0,0.0,0.0,1140,4,96500
171,0.0,1977.8634377276037,1950,1,1920,936,936.0,0.0,0.0,936,5,109500
172,0.0,1927.0,1950,1,1927,1028,1008.0,360.0,2.0,1028,5,115000
173,0.0,1957.0,1957,1,1957,1347,1347.0,551.0,2.0,1347,5,143000
174,0.0,1915.0,1950,2,1915,840,840.0,379.0,1.0,1605,3,107400
175,0.0,1945.0,1950,1,1945,747,747.0,220.0,1.0,747,4,80000
176,294.0,1940.0,1992,1,1940,804,788.0,240.0,1.0,804,5,119000
177,0.0,1974.0,2001,1,1929,926,926.0,484.0,2.0,1316,5,130000
178,0.0,1938.0,2000,1,1938,827,827.0,240.0,1.0,1251,6,119000
179,0.0,1948.0,2009,1,1948,1027,1027.0,240.0,1.0,1633,5,129000
180,0.0,1962.0,1962,1,1920,1060,1008.0,315.0,1.0,1245,5,100000
181,0.0,1928.0,1970,1,1923,832,678.0,780.0,2.0,832,2,12789
182,0.0,2005.0,2003,1,1928,720,624.0,484.0,2.0,720,6,105900
183,0.0,1930.0,2003,2,1900,930,930.0,288.0,1.0,1566,8,150000
184,0.0,1961.0,1950,2,1915,966,686.0,416.0,1.0,1652,5,139000
185,0.0,2003.0,2002,3,1890,1157,346.0,624.0,2.0,2268,8,240000
186,0.0,1977.8634377276037,1950,2,1910,1128,840.0,0.0,0.0,2256,5,76500
187,0.0,1957.0,1996,1,1957,1236,912.0,923.0,2.0,1236,6,149700
188,0.0,1966.0,1950,1,1910,741,622.0,528.0,2.0,1363,4,125500
189,0.0,1971.0,1950,2,1885,1246,777.0,560.0,2.0,2290,4,122500
190,0.0,1970.0,1994,1,1922,868,738.0,624.0,2.0,1470,6,140750
191,0.0,1950.0,1997,1,1950,1030,988.0,363.0,1.0,1612,5,128500
192,0.0,1928.0,2005,1,1922,1160,1108.0,315.0,1.0,2068,7,209500
193,0.0,1926.0,1950,1,1925,765,765.0,200.0,1.0,765,4,87000
194,0.0,1939.0,1950,1,1939,608,608.0,240.0,1.0,1132,6,134000
195,0.0,1973.0,1950,1,1940,848,572.0,576.0,2.0,1196,6,128000
196,300.0,1942.0,1950,1,1942,955,835.0,240.0,1.0,1453,5,132000
197,0.0,1948.0,1950,1,1948,780,780.0,312.0,1.0,1416,6,139900
198,0.0,1979.0,1980,1,1936,548,528.0,624.0,2.0,1040,5,123900
199,0.0,1930.0,1950,2,1930,928,928.0,480.0,2.0,1536,5,138400
200,0.0,1923.0,1950,1,1923,1068,1124.0,288.0,1.0,1068,6,109500
201,0.0,1990.0,1950,2,1921,902,576.0,480.0,2.0,1710,7,140000
202,0.0,1915.0,1950,1,1915,888,888.0,572.0,2.0,1962,4,149500
203,0.0,1977.8634377276037,2009,1,1912,780,780.0,0.0,0.0,1560,6,159900
204,0.0,1920.0,1993,1,1920,662,662.0,180.0,1.0,1324,6,122000
205,0.0,1963.0,1963,1,1963,816,816.0,516.0,2.0,816,5,110000
206,0.0,1977.8634377276037,1950,2,1930,372,0.0,0.0,0.0,1092,4,55000
207,0.0,1999.0,1996,2,1900,1032,360.0,672.0,2.0,1812,5,140000
208,0.0,1940.0,1950,2,1940,1207,1032.0,349.0,1.0,2403,7,244400
209,90.0,1959.0,1959,2,1959,1675,1422.0,365.0,1.0,1675,5,173000
210,0.0,1917.0,1950,1,1917,725,689.0,180.0,1.0,1224,5,107500
211,0.0,1977.8634377276037,1950,1,1915,1212,1212.0,0.0,0.0,1392,5,100000
212,0.0,1940.0,1950,1,1940,600,600.0,231.0,1.0,919,6,95000
213,0.0,1977.8634377276037,1950,1,1907,942,707.0,0.0,0.0,1884,4,93369
214,0.0,1910.0,1950,2,1910,936,856.0,450.0,2.0,1680,5,114900
215,0.0,1977.8634377276037,1996,1,1875,780,780.0,0.0,0.0,1020,5,94000
216,72.0,1977.8634377276037,1967,2,1967,1832,1832.0,0.0,0.0,1832,4,136000
217,0.0,1977.8634377276037,1968,2,1968,1768,1768.0,0.0,0.0,1768,4,136500
218,0.0,1965.0,1965,1,1965,1039,1039.0,504.0,2.0,1039,5,131500
219,180.0,1957.0,1996,1,1957,1392,1392.0,528.0,2.0,1392,5,121500
220,0.0,1974.0,1967,1,1967,912,912.0,336.0,1.0,912,5,125000
221,0.0,1968.0,2001,1,1968,1060,1060.0,270.0,1.0,1060,5,154000
222,47.0,1966.0,2008,1,1966,892,864.0,416.0,1.0,892,5,137900
223,143.0,1969.0,1969,1,1969,663,663.0,299.0,1.0,1352,6,158000
224,0.0,1969.0,1968,1,1968,864,864.0,280.0,1.0,864,5,137250
225,0.0,1978.0,1978,1,1978,1373,1319.0,591.0,2.0,1373,5,160250
226,0.0,1968.0,1968,1,1968,720,720.0,480.0,2.0,1440,5,163000
227,328.0,1978.0,1978,2,1978,672,672.0,440.0,2.0,1386,6,158900
228,0.0,1996.0,1997,2,1996,1306,1306.0,533.0,2.0,2260,7,328000
229,0.0,1977.0,2001,1,1977,1483,1420.0,690.0,2.0,1483,7,270000
230,0.0,1945.0,1950,1,1927,756,660.0,440.0,2.0,756,4,85000
231,0.0,1996.0,1995,2,1950,1067,1067.0,436.0,2.0,1067,4,128000
232,0.0,1979.0,1979,0,1979,1332,1332.0,586.0,2.0,1524,7,260000
233,288.0,1978.0,1992,2,1978,1117,1117.0,522.0,2.0,1981,6,230000
234,0.0,1938.0,1990,2,1938,1052,972.0,480.0,1.0,1610,3,124000
235,0.0,1920.0,1950,1,1920,835,458.0,366.0,1.0,835,5,83000
236,0.0,1987.0,1987,1,1950,1074,663.0,467.0,1.0,1074,6,144500
237,0.0,1956.0,1956,1,1956,1144,1144.0,596.0,1.0,1144,5,129000
238,0.0,1947.0,1979,1,1947,1169,756.0,209.0,1.0,1531,4,127000
239,0.0,1954.0,1998,1,1954,1172,1172.0,366.0,1.0,1172,5,128000
240,0.0,2009.0,2009,2,2009,1212,1212.0,460.0,2.0,1212,6,186000
241,96.0,2009.0,2010,1,2009,1508,1508.0,572.0,2.0,1508,7,308030
242,0.0,1964.0,1964,2,1964,1298,1250.0,504.0,2.0,1298,5,114000
243,0.0,1946.0,2006,1,1946,930,0.0,308.0,1.0,930,4,84900
244,336.0,1985.0,1985,2,1985,977,741.0,476.0,2.0,1732,6,178000
245,177.0,1987.0,1987,1,1987,1433,1433.0,528.0,2.0,1433,7,270000
246,85.0,2000.0,1993,2,1993,964,946.0,1017.0,4.0,1802,6,218000
247,246.0,1993.0,1994,2,1993,1062,1050.0,574.0,2.0,1949,7,236000
248,0.0,1992.0,1992,1,1992,996,936.0,564.0,2.0,996,6,147000
249,72.0,2008.0,2008,2,2008,1694,1694.0,776.0,3.0,1694,8,245350
250,24.0,2006.0,2006,2,2006,1208,1187.0,632.0,2.0,1208,7,206000
251,0.0,2009.0,2009,2,2009,1226,1226.0,740.0,3.0,1226,7,198900
252,80.0,2009.0,2010,2,2010,1222,1222.0,615.0,2.0,1222,7,187000
253,0.0,1990.0,1990,3,1990,1699,1673.0,594.0,3.0,3222,7,320000
254,0.0,1957.0,1993,2,1900,831,676.0,484.0,2.0,1445,6,138500
255,80.0,1971.0,1971,1,1971,1052,1010.0,440.0,2.0,1052,6,155000
256,0.0,1998.0,1996,1,1996,965,870.0,580.0,2.0,965,5,159000
257,0.0,1997.0,1998,2,1997,892,878.0,513.0,2.0,1692,7,191000
258,116.0,1998.0,1998,2,1998,804,804.0,523.0,2.0,1682,6,200500
259,0.0,1977.0,2004,1,1977,1026,1026.0,308.0,1.0,1026,5,150000
260,153.0,1977.0,1977,1,1977,689,689.0,299.0,1.0,1392,6,161750
261,0.0,1976.0,1976,1,1976,894,894.0,308.0,1.0,894,5,128200
262,0.0,1977.0,1972,1,1972,876,876.0,484.0,2.0,876,5,127000
263,320.0,2003.0,2003,2,2003,1978,1978.0,850.0,3.0,1978,8,318000
264,479.0,2001.0,2002,2,2001,1601,1581.0,670.0,2.0,1601,8,272000
265,223.0,2003.0,2003,2,2003,941,941.0,613.0,2.0,1829,7,237000
266,0.0,1997.0,1997,2,1997,1044,1040.0,621.0,2.0,2098,7,240000
267,442.0,1998.0,1998,2,1998,1661,1649.0,598.0,2.0,1661,7,224900
268,170.0,2003.0,2003,1,2003,848,848.0,420.0,2.0,848,6,143750
269,169.0,2004.0,2004,1,2004,848,848.0,420.0,2.0,848,6,143000
270,171.0,2003.0,2003,2,2003,1668,1657.0,502.0,2.0,1668,8,232000
271,109.0,2004.0,2005,2,2004,1484,1473.0,606.0,2.0,1484,7,213000
272,98.0,2004.0,2004,2,2004,1414,1414.0,494.0,2.0,1414,7,185500
273,0.0,1945.0,2007,1,1945,640,0.0,240.0,1.0,640,3,84900
274,0.0,1954.0,1954,1,1954,992,381.0,319.0,1.0,992,5,155891
275,0.0,1977.8634377276037,1965,2,1965,1664,0.0,0.0,0.0,1664,5,100000
276,0.0,1968.0,1968,1,1968,1196,1196.0,336.0,1.0,1196,5,144000
277,0.0,1956.0,1950,1,1948,792,744.0,480.0,2.0,1120,4,64000
278,0.0,1975.0,1975,1,1975,1096,1008.0,352.0,1.0,1096,6,125200
279,0.0,1976.0,1976,1,1976,1117,1029.0,672.0,2.0,1117,6,107000
280,0.0,1977.8634377276037,1958,1,1958,960,960.0,0.0,0.0,960,4,90000
281,0.0,2003.0,2004,2,2003,1121,1121.0,440.0,2.0,1121,4,140000
282,0.0,1949.0,1950,1,1945,798,735.0,220.0,1.0,1487,6,113000
283,0.0,1941.0,1950,1,1941,672,672.0,280.0,1.0,924,4,80000
284,145.0,1957.0,2002,1,1957,1526,1216.0,364.0,1.0,1526,5,144500
285,203.0,1979.0,1999,2,1924,1296,1107.0,260.0,1.0,1296,5,104000
286,0.0,1920.0,1950,1,1915,841,806.0,216.0,1.0,1647,6,128000
287,0.0,1938.0,1950,1,1914,864,864.0,200.0,1.0,864,3,58500
288,0.0,1924.0,1950,2,1924,1026,1026.0,308.0,1.0,1691,5,127000
289,0.0,1939.0,1950,1,1939,856,856.0,399.0,2.0,856,6,126000
290,0.0,1977.8634377276037,1967,3,1967,862,0.0,0.0,0.0,2650,4,160000
291,0.0,1977.8634377276037,1950,1,1931,894,894.0,0.0,0.0,1666,5,100000
292,0.0,1969.0,1990,2,1919,1699,804.0,336.0,1.0,2447,6,169000
293,371.0,1941.0,1985,1,1941,1225,1528.0,312.0,1.0,2133,7,257500
294,430.0,1950.0,1991,2,1950,1102,1032.0,484.0,2.0,2177,5,215000
295,0.0,1941.0,2006,2,1941,1188,1152.0,252.0,1.0,2340,7,266500
296,0.0,1959.0,2002,2,1959,1902,1902.0,567.0,2.0,1902,7,335000
297,44.0,1994.0,2007,2,1994,896,423.0,473.0,2.0,1652,7,203135
298,0.0,1989.0,1989,1,1989,1034,982.0,598.0,2.0,1034,8,185000
299,0.0,1989.0,1989,2,1989,1191,1191.0,531.0,2.0,1191,8,162500
300,0.0,1959.0,1997,2,1959,1801,1501.0,484.0,2.0,1801,7,289000
301,0.0,1922.0,2007,1,1922,796,796.0,240.0,1.0,1154,4,125500
302,0.0,1951.0,1950,1,1941,540,480.0,200.0,1.0,540,2,82000
303,0.0,1950.0,1975,1,1921,727,629.0,625.0,1.0,1107,6,110000
304,0.0,1980.0,1950,1,1920,698,698.0,528.0,2.0,1128,4,68400
305,0.0,1964.0,1950,1,1900,859,859.0,384.0,1.0,1178,4,102776
306,0.0,1952.0,1952,1,1952,1044,540.0,504.0,2.0,1044,5,55993
307,0.0,1896.0,1950,1,1896,952,756.0,330.0,1.0,952,4,50138
308,186.0,2004.0,2005,2,2004,1646,1594.0,525.0,2.0,1646,8,246000
309,0.0,1998.0,1999,2,1998,1036,1049.0,741.0,3.0,1916,8,254900
310,0.0,1977.0,1977,2,1977,1285,1243.0,473.0,2.0,1285,6,190000
311,0.0,2003.0,2003,2,2003,1560,1560.0,573.0,2.0,1560,7,201000
312,335.0,1976.0,1976,1,1976,1034,1012.0,888.0,3.0,1034,6,169900
313,0.0,1976.0,1976,3,1976,2048,1958.0,776.0,2.0,2048,6,170000
314,0.0,1966.0,1950,1,1948,1687,747.0,572.0,2.0,1687,5,160000
315,60.0,2008.0,2008,2,2008,1346,1336.0,660.0,3.0,1346,7,220000
316,0.0,2010.0,2010,2,2009,1214,1214.0,520.0,2.0,1214,7,179781
317,0.0,2007.0,2007,2,2006,744,384.0,400.0,2.0,1444,5,174000
318,84.0,2009.0,2010,2,2009,774,774.0,680.0,3.0,1968,8,269500
319,44.0,2002.0,2003,2,2002,824,817.0,510.0,2.0,1894,7,214900
320,0.0,2002.0,2002,2,2002,993,967.0,431.0,2.0,1908,8,202900
321,0.0,2009.0,2009,2,2008,2018,2002.0,746.0,3.0,2018,9,378500
322,0.0,1965.0,1977,1,1965,1264,1068.0,528.0,2.0,1264,5,169000
323,0.0,2004.0,2005,2,2004,1430,1430.0,624.0,2.0,1430,5,173500
324,0.0,1977.8634377276037,1971,2,1971,912,912.0,0.0,0.0,1824,6,139000
325,0.0,2001.0,1999,2,1999,1344,1344.0,686.0,2.0,1344,5,166500
326,0.0,1973.0,1973,1,1973,546,546.0,286.0,1.0,1092,4,83500
327,0.0,1973.0,1973,1,1973,945,945.0,253.0,1.0,945,5,119500
