MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Central Air_Y,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Mas Vnr Area,Garage Yr Blt,Year Remod/Add,Full Bath,Year Built,1st Flr SF,Total Bsmt SF,Garage Area,Garage Cars,Price/SF,Kitchen Qual,Exter Qual,Gr Liv Area,Overall Qual,SalePrice
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.809228183388927,1.0018512799807084,0.898196930861858,2.5928494795997796,1.0464113066364784,1.353776990297551,1.3585322709119128,1.7126803102037929,1.6219577177686344,2.1887428063791066,2.24528919051637,2.7599350611154807,3.520439134910816,1.3503964704033409,5.730782275666389
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.5712423411944665,0.3975390310052837,0.994089259285595,0.7840282950218381,0.5503828225919412,-0.20304442396346425,-1.1183974292186776,0.08922168689441666,0.3066990922580224,-0.10863243522913509,-0.7710782226945262,1.0364462015527445,0.4992051175175159,1.3503964704033409,5.214843848047698
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.5712423411944665,-1.0930978498007642,-1.595003608155305,-1.0247928895561034,-0.6731541047179176,-0.7543123345870368,-0.42594687143698184,-0.33873875248799773,0.3066990922580224,-0.10863243522913509,-0.7710782226945262,-0.6870426580099918,-1.2577404014381164,-1.4849038938258163,5.14921911265538
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.09588202435350006,-0.005335801644999524,0.1790044676838302,0.7840282950218381,0.21969716656224958,2.3312566651532376,1.1133366635662632,0.1264356381450614,0.3066990922580224,-0.3305041453828632,-0.7710782226945262,-0.6870426580099918,1.1343171801129641,-0.06725371171123777,5.3222192947339195
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2.11967946941918,-0.045623284910027845,-0.3484033386467235,0.7840282950218381,0.18662860095928044,1.7468105932421352,1.798976232255024,0.3404158578362686,0.3066990922580224,-0.3305041453828632,-0.7710782226945262,-0.6870426580099918,0.6812310046165229,-0.06725371171123777,5.278753600952829
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.11714928565341363,-0.16648573470511283,-0.49224183128232907,0.7840282950218381,0.08742290415037297,0.034307037555018405,0.0031454414179050076,0.25668446752231794,0.3066990922580224,-0.3305041453828632,0.7371054839109219,-0.6870426580099918,-0.6463708458555822,0.6415713793460515,5.230448921378274
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-0.5712423411944665,0.8809888301856236,0.7543584382262524,0.7840282950218381,0.947205609827571,-0.8819206472313824,-0.539463356319227,0.8846698948769477,0.3066990922580224,1.0938479552400588,0.7371054839109219,1.0364462015527445,0.3448788219335752,0.6415713793460515,5.334453751150931
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.437853337785651,-0.3276356677652261,-0.6840264881298032,-1.0247928895561034,-0.044851358261503646,-0.39700905918286944,-0.10810071376669529,0.03340076001844957,0.3066990922580224,-0.22726989308546644,-0.7710782226945262,-0.6870426580099918,-0.9807444862874537,-0.06725371171123777,5.173186268412274
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.5712423411944665,-0.2873481845001978,1.1379277519212005,-1.0247928895561034,-0.011782792658534495,-0.20814875646923806,0.059903683859027605,0.1264356381450614,0.3066990922580224,-0.22726989308546644,-0.7710782226945262,-0.6870426580099918,-0.8343323597078176,-0.776078802768527,5.175801632848279
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.5712423411944665,-0.40821063429528276,-0.7799188165535402,-1.0247928895561034,-0.11098848946744196,-0.2642964140327501,0.00995643051083972,-0.7853061674957345,-1.0085595332525896,-0.22726989308546644,-0.7710782226945262,-0.6870426580099918,-0.8778602892314933,-0.776078802768527,5.152288344383057
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.5712423411944665,-0.3276356677652261,-0.6840264881298032,-1.0247928895561034,-0.044851358261503646,-0.7083733420350725,-0.38508093687937356,0.24272923580332617,0.3066990922580224,-0.22726989308546644,-0.7710782226945262,-0.6870426580099918,-1.2221266409187455,-1.4849038938258163,5.1003705451175625
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-0.5712423411944665,-9.160313144327193e-15,-0.6360803239179347,-1.0247928895561034,-0.011782792658534495,-0.7543123345870368,-0.42594687143698184,-2.1994363150202343,-2.323818158763202,-0.22726989308546644,-0.7710782226945262,-0.6870426580099918,-1.2577404014381164,-1.4849038938258163,5.060697840353612
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.2542255599498624,-0.2873481845001978,-0.6360803239179347,-1.0247928895561034,-0.011782792658534495,-1.7266876769369497,-1.2909424862396903,-0.9713759237489581,-1.0085595332525896,-1.2707821201031482,-0.7710782226945262,-0.6870426580099918,-1.0143797045557486,-0.06725371171123777,4.982271233039568
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.1869525146845215,0.7601263803905386,-0.6360803239179347,-1.0247928895561034,-0.011782792658534495,-1.6194966943156994,-1.1955886389386043,-0.710878264994445,-1.0085595332525896,-1.2707821201031482,-0.7710782226945262,-0.6870426580099918,-0.8066327681927514,-0.776078802768527,5.023252459633712
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.5646768459801155,-0.2873481845001978,-0.6360803239179347,-1.0247928895561034,-0.011782792658534495,-1.6194966943156994,-1.1955886389386043,-0.9713759237489581,-1.0085595332525896,-1.2707821201031482,-0.7710782226945262,-0.6870426580099918,-0.8066327681927514,-0.06725371171123777,4.944482672150168
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.5712423411944665,-0.12619825144008448,-0.44429566707046053,0.7840282950218381,0.12049146975334213,-0.777281830863019,-0.44637983871578596,-0.15266899623477406,0.3066990922580224,-0.22058020369517575,0.7371054839109219,-0.6870426580099918,-0.08644338880102821,-0.06725371171123777,5.175801632848279
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.5712423411944665,-0.12619825144008448,-0.44429566707046053,-1.0247928895561034,0.12049146975334213,-0.8257729896678704,-0.48951610297103915,-0.7666991918704121,-1.0085595332525896,-0.22058020369517575,-0.7710782226945262,-0.6870426580099918,-1.313139584468249,0.6415713793460515,5.079181246047625
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.5712423411944665,-0.005335801644999524,-0.300457174434855,0.7840282950218381,0.21969716656224958,-0.777281830863019,-0.44637983871578596,-0.15266899623477406,0.3066990922580224,-0.22058020369517575,-0.7710782226945262,-0.6870426580099918,-0.08644338880102821,-0.06725371171123777,5.164352855784437
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.33694376988763924,1.2435761795708784,1.2338200803449375,0.7840282950218381,1.2448227002542933,1.1929905163656755,1.2223124890532184,1.2940233586340397,1.6219577177686344,2.1643988343797584,2.24528919051637,2.7599350611154807,1.6507167076438425,2.05922156146063,5.575374920869163
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.549975079894553,1.2032886963058502,1.1379277519212005,0.7840282950218381,1.178685569048355,1.3895073178379678,1.4811300745847376,1.3917099806669821,1.6219577177686344,2.1643988343797584,0.7371054839109219,1.0364462015527445,0.4042350894658601,1.3503964704033409,5.48572142648158
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.9514968562558273,1.2838636628359068,1.2338200803449375,0.7840282950218381,1.2448227002542933,1.9918185535192785,1.9942245862524859,0.6195204922161041,1.6219577177686344,2.1643988343797584,2.24528919051637,2.7599350611154807,0.8711710607198345,2.05922156146063,5.596808144440335
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.8639159577994784,1.2435761795708784,1.2338200803449375,0.7840282950218381,1.2448227002542933,0.9811607173760621,1.1178773229615528,1.838277395674719,1.6219577177686344,2.1643988343797584,0.7371054839109219,1.0364462015527445,0.08766832929367409,1.3503964704033409,5.463804927225282
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.8765012286542686,1.0824262465107652,0.994089259285595,0.7840282950218381,1.1125484378424169,1.3741943203206464,1.467508096398868,1.1963367366010973,1.6219577177686344,2.1643988343797584,2.24528919051637,1.0364462015527445,0.3923638359594031,2.05922156146063,5.439332693830263
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.7742185641123568,1.0824262465107652,1.0420354234974636,0.7840282950218381,1.1125484378424169,1.6906629356786231,1.7490289789068363,0.9544460534719066,1.6219577177686344,2.1643988343797584,2.24528919051637,1.0364462015527445,0.6377030750928473,1.3503964704033409,5.413299764081252
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.37058029252030983,1.0421387632457368,0.9461430950737265,0.7840282950218381,1.0794798722394476,0.9581912211000799,1.0565784211251406,0.2752914431476403,0.3066990922580224,2.1643988343797584,0.7371054839109219,1.0364462015527445,0.06986144903398864,0.6415713793460515,5.330413773349191
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.6893838589438075,1.2435761795708784,1.2338200803449375,0.7840282950218381,1.2448227002542933,3.0739370447433285,2.902356465310447,1.6149936881708504,1.6219577177686344,2.1643988343797584,2.24528919051637,2.7599350611154807,1.7100729751761274,2.05922156146063,5.786507950304687
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.567423039267915,1.0018512799807084,0.9461430950737265,0.7840282950218381,1.0464113066364784,3.9212562407017826,4.073846589295218,2.256934347244472,1.6219577177686344,2.1643988343797584,2.24528919051637,2.7599350611154807,2.3669490025334134,2.05922156146063,5.698970004336019
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1.7384655462489136,1.0824262465107652,0.994089259285595,0.7840282950218381,1.1125484378424169,1.5120112979765394,1.5901059000716928,0.47996817502618633,0.3066990922580224,2.1643988343797584,2.24528919051637,2.7599350611154807,0.4992051175175159,2.05922156146063,5.505014240084107
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.4266411635747608,1.1227137297757934,1.0420354234974636,0.7840282950218381,1.1456170034453859,0.5370837893737397,0.7228399555713396,0.05200773564377193,0.3066990922580224,2.1643988343797584,0.7371054839109219,1.0364462015527445,-0.2565980223935782,1.3503964704033409,5.311753861055754
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.5712423411944665,1.0824262465107652,0.994089259285595,0.7840282950218381,1.1125484378424169,0.4196841417409418,0.618404789479674,-0.19918643529807997,0.3066990922580224,-0.10863243522913509,0.7371054839109219,1.0364462015527445,-0.34761096594308166,-0.06725371171123777,5.299942900022767
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.49275712171823516,1.1227137297757934,1.0420354234974636,0.7840282950218381,1.1456170034453859,-0.037153617525815086,0.21201577360123616,-0.16662422795376586,0.3066990922580224,0.9185896706871222,0.7371054839109219,1.0364462015527445,-0.7017700288857147,0.6415713793460515,5.204119982655925
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.48154494750734494,1.0421387632457368,0.994089259285595,0.7840282950218381,1.0794798722394476,0.2793149978321618,0.4640223700398205,-0.19918643529807997,0.3066990922580224,0.9185896706871222,0.7371054839109219,1.0364462015527445,-0.4564307897522706,1.3503964704033409,5.283301228703549
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.9615637967156802,0.8502507666499894,0.7840282950218381,1.0133427410335094,-0.7645209995985845,-0.43502819022756145,-0.15266899623477406,0.3066990922580224,-0.10863243522913509,0.7371054839109219,1.0364462015527445,0.9107419057413577,-0.06725371171123777,5.335457900689384
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.5712423411944665,0.8809888301856236,0.7543584382262524,0.7840282950218381,0.947205609827571,-0.9840072973468588,-1.5157051263065358,-0.33873875248799773,0.3066990922580224,-0.10863243522913509,-0.7710782226945262,-0.6870426580099918,-0.13788548732900843,0.6415713793460515,5.2552725051033065
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.35376203120397454,0.8407013469205953,0.7064122740143839,0.7840282950218381,0.9141370442246018,0.6697964345238591,0.7750575386171724,1.4242721880112963,1.6219577177686344,0.5417408532933552,0.7371054839109219,1.0364462015527445,2.1750304041790254,2.05922156146063,5.522663281777946
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.06785158882627457,0.8004138636555669,0.6584661098025154,0.7840282950218381,0.8810684786216327,1.23892950891764,1.3108553472613698,2.2755413228697945,1.6219577177686344,0.5417408532933552,0.7371054839109219,1.0364462015527445,1.9296911650455815,1.3503964704033409,5.550228353055094
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.3236151004459764,0.7198388971255103,0.5625737813787783,0.7840282950218381,0.8149313474156944,1.4303419778841584,1.517455349747056,0.25203272361598733,0.3066990922580224,0.5417408532933552,0.7371054839109219,1.0364462015527445,0.43589176548307873,0.6415713793460515,5.415640979896154
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1.4581611909766587,0.6392639305954536,0.5146276171669099,0.7840282950218381,0.7487942162097561,0.8688654022490381,0.9339806174523156,1.1126053462871468,0.3066990922580224,0.5417408532933552,0.7371054839109219,1.0364462015527445,2.220536875953777,1.3503964704033409,5.511883360978874
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.3796759715004272,0.8407013469205953,1.089981587709332,0.7840282950218381,0.9141370442246018,0.01133754127903621,0.2279080814847505,0.9218838461275924,1.6219577177686344,0.5417408532933552,0.7371054839109219,1.0364462015527445,1.524090003574968,1.3503964704033409,5.4623979978989565
