MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Other,Exterior 2nd_Plywood,Exterior 2nd_PreCast,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Central Air_Y,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Age House,BsmtFin Type 1,2nd Flr SF,Lot Area,Bsmt Full Bath,Half Bath,Open Porch SF,Wood Deck SF,Lot Frontage,SF Difference,BsmtFin SF 1,Heating QC,Fireplaces,TotRms AbvGrd,Mas Vnr Area,Year Remod/Add,Full Bath,Garage Yr Blt,Year Built,Total Bath,1st Flr SF,Garage Area,Garage Cars,Total Bsmt SF,Price/SF,Kitchen Qual,Exter Qual,Gr Liv Area,Overall Qual,Total House Area,SalePrice
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6435606191367311,-1.0753061012053537,1.3109619050198675,-0.013312941729477347,-0.8216180619444433,1.2373429502877347,0.5533792761924309,0.5047738488075516,0.25058561931838347,0.08369570687004337,-1.0004909084120805,-0.1545114993728199,0.6246947022781079,0.36325405817311435,-0.5744691897244197,0.4681999655759051,0.7894437397821288,0.6335227009766425,0.7175604605808944,0.6046859433000819,-1.0423170445337573,-0.14916853551453174,0.30932078483042774,-0.6742885839610144,-0.11169474802923124,-0.7699097836735579,-0.6860397810879743,0.331189506360397,-0.06288179569346064,-0.16161936700452598,5.245265839457462
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6105381152602499,0.5347202622607488,-0.7840699461041937,-0.2729307282930908,1.0874356702205865,-0.7534315984425315,-0.39312903683243705,3.0918168071604986,0.21309192061120494,-1.064870577918435,1.1347850634630476,0.8892440102472671,-0.9251203987935337,-0.2787508482657738,-0.5744691897244197,1.0914558273306327,0.7894437397821288,0.5964927281466863,0.6844887294073297,0.6046859433000819,0.0837622487369068,-0.24273887872568958,0.30932078483042774,0.287785416138159,-0.11169474802923124,-0.7699097836735579,-0.6860397810879743,-0.6313961175671158,-0.06288179569346064,-0.24451387325959378,5.267171728403014
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8086731385191375,-1.0753061012053537,0.8036447751512608,-0.2186937451595042,-0.8216180619444433,1.2373429502877347,0.4181638029031641,-0.7411333427918738,-0.3169326383857261,-0.38260257114237306,-1.0004909084120805,-0.1545114993728199,0.6246947022781079,0.36325405817311435,-0.5744691897244197,0.6599709999619752,0.7894437397821288,0.8186725651264235,0.8829191164487181,0.6046859433000819,-0.9732650123992354,-0.3690588420607527,0.30932078483042774,-0.6125258086460058,-0.11169474802923124,-0.7699097836735579,-0.6860397810879743,-0.05960380249906329,-0.06288179569346064,-0.3774082404304168,5.256236533205923
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.5444931075072873,0.9372268531272743,-0.7840699461041937,0.009307221852302832,1.0874356702205865,1.2373429502877347,-0.7086318078407263,0.7825238596736656,0.7235175007384748,-0.6869235525820554,0.45423721360338104,-0.1545114993728199,0.6246947022781079,-0.9207557547046619,-0.5744691897244197,0.276428931189835,-1.0244784431422438,0.5224327824867739,0.6183452670602002,0.6046859433000819,0.4927627467644593,0.15961359708228917,0.30932078483042774,0.6013502754297414,-0.11169474802923124,0.7435217467331342,-0.6860397810879743,-0.3146478567020795,0.6500222833893747,0.13180086942214267,5.2342641243787895
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.37938058812488096,0.9372268531272743,-0.7840699461041937,-0.42201817008209647,1.0874356702205865,1.2373429502877347,0.10266103189487476,-0.7411333427918738,-0.35600092424216856,-1.0975573916312895,-0.16008282536390178,-1.1982670089929068,-0.9251203987935337,-1.56276066114355,-0.5744691897244197,0.03671513820724747,-1.0244784431422438,0.337282918336993,0.4529866111923766,0.6046859433000819,0.920354176520537,0.2625409746145628,0.30932078483042774,1.0479426507844194,2.193265172138721,0.7435217467331342,1.0453375784308572,0.016498052384094773,1.36292636247221,0.5910101183589469,5.326335860928752
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9737856579015439,0.5347202622607488,2.9479991250125477,5.577980219985096,1.0874356702205865,1.2373429502877347,-0.16776991468365895,3.250531099083992,-1.073623648657872,3.263558608516416,2.2332532372298246,0.8892440102472671,0.6246947022781079,3.573278590367555,2.865140071533973,0.8996847929445627,2.6033659227065016,1.0038224292762046,1.0482777723165417,2.7420720539348844,1.4196534858009258,1.7269168458691833,1.6258476768889005,1.4327722508240888,2.193265172138721,2.2569532771398264,2.7767149379496883,3.671443893664416,1.36292636247221,3.1423188108760343,5.730782275666389
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.4784480997543248,0.9372268531272743,0.7942500134870273,0.2609565416996073,-0.8216180619444433,-0.7534315984425315,-0.5283445101217039,1.8379739009648985,3.8921611062530865,0.3217532488026981,-0.025343485962155732,-0.1545114993728199,-0.9251203987935337,1.0052589646120025,-0.5744691897244197,0.9955703101375978,0.7894437397821288,0.4483728368268615,0.5522018047130708,-0.46400711201731937,-0.2004134219705485,0.09411435683447868,0.30932078483042774,-1.1588888210480055,-0.11169474802923124,-0.7699097836735579,1.0453375784308572,0.5306997745675952,1.36292636247221,-0.302408449056784,5.214843848047698
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2049431850369128,0.9372268531272743,-0.7840699461041937,0.16584903573075885,1.0874356702205865,1.2373429502877347,-0.7086318078407263,0.15560240657586555,0.8653970651645021,-0.22877007365026095,2.2994810481222085,0.8892440102472671,0.6246947022781079,1.0052589646120025,1.4219872637423092,1.2352841031201853,-1.0244784431422438,1.263032239085898,1.2797798905314948,0.6046859433000819,1.86052415250595,1.694167225745278,1.6258476768889005,1.9221234706276191,2.193265172138721,2.2569532771398264,1.0453375784308572,0.7446076909959314,2.0758304415550453,1.5410074757582957,5.5959721417145625
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.7433845436754823,-0.672799510338828,-0.7840699461041937,1.1611362333290867,-0.8216180619444433,-0.7534315984425315,-0.7086318078407263,-0.7411333427918738,3.3246428485489767,-1.857577650539543,-0.7264447943746309,0.8892440102472671,-0.9251203987935337,-1.56276066114355,-0.5744691897244197,-1.593338654074348,-1.0244784431422438,-0.9217361578815177,-0.6714522487088243,-1.5327001673347205,-0.7740764581650378,-0.3363092219368474,0.30932078483042774,-0.4343639567757885,-0.11169474802923124,-0.7699097836735579,-0.6860397810879743,-1.2957447426281983,-1.4886899538591314,-1.0695115783695546,5.14921911265538
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.14822306098951202,0.5347202622607488,-0.7840699461041937,0.3947496683395685,1.0874356702205865,-0.7534315984425315,-0.7086318078407263,2.028431051273091,0.7235175007384748,0.9429753927471664,0.8036460090011293,-1.1982670089929068,2.1745098033497494,0.36325405817311435,0.1043260044542681,0.18054341399680002,0.7894437397821288,0.07807310852729958,0.22148449297742345,0.6046859433000819,2.4368430360902282,0.1315424941189418,0.30932078483042774,1.176219184130976,-0.33429895741622834,-0.7699097836735579,-0.6860397810879743,1.1909347858512096,-0.06288179569346064,1.4133762518417627,5.3222192947339195
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.11520055711303076,0.1322136713942231,-0.7840699461041937,0.2117319811778925,-0.8216180619444433,-0.7534315984425315,1.1242890523026687,-0.7411333427918738,1.6693812635786573,0.3809632576690434,0.6095300115579358,0.8892440102472671,0.6246947022781079,0.36325405817311435,2.1635282321728084,-0.34682693056489267,0.7894437397821288,0.041043135697343386,0.1884127618038587,-0.46400711201731937,1.8286539838284783,0.3467542835046049,0.30932078483042774,1.8936175743283843,-0.33429895741622834,-0.7699097836735579,-0.6860397810879743,0.7199260083311233,-0.06288179569346064,1.5094286162325554,5.278753600952829
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.016133045483586933,0.9372268531272743,-0.7840699461041937,0.06701434371718522,1.0874356702205865,-0.7534315984425315,1.0942411693494982,-0.7411333427918738,0.7235175007384748,-1.2658059241537536,1.0205991826141103,-1.1982670089929068,2.1745098033497494,-0.2787508482657738,-0.11243212477926248,-0.4906552063544452,0.7894437397821288,-0.0700467827925252,0.08919756828316452,0.6046859433000819,0.04658038527985658,0.2625409746145628,0.30932078483042774,0.01460390993715912,-0.33429895741622834,0.7435217467331342,-0.6860397810879743,-0.6601914140093917,0.6500222833893747,-0.41425024321044696,5.230448921378274
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.8747181462721001,0.9372268531272743,1.2358038117059997,-0.3346220835161276,1.0874356702205865,1.2373429502877347,0.7336665739114534,-0.7411333427918738,-0.24365739009162568,0.16975792428855732,0.2167305814375914,0.8892440102472671,-0.9251203987935337,0.36325405817311435,-0.5744691897244197,0.7558565171550102,0.7894437397821288,0.8927325107863359,0.9490625787958475,1.673378998617483,-0.9068688276545028,0.8941407912898783,0.30932078483042774,-0.5531385246892667,1.094755576071562,0.7435217467331342,1.0453375784308572,0.3702688372463431,0.6500222833893747,-0.06951436005445061,5.334453751150931
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11595697002233817,0.5347202622607488,-0.7840699461041937,0.14618491625341584,1.0874356702205865,-0.7534315984425315,-0.7086318078407263,-0.7411333427918738,0.26054871762030013,-0.7069429804040445,0.319497874201635,0.8892440102472671,0.6246947022781079,-0.9207557547046619,0.45227984348704087,-0.6824262407405153,-1.0244784431422438,-0.21816667411234997,-0.04308935641109439,-0.46400711201731937,-0.4022578235945355,0.03797215090778397,0.30932078483042774,-0.10179516661804952,-0.2307238819890935,-0.7699097836735579,-0.6860397810879743,-1.007791778205438,-0.06288179569346064,-0.7010915505692531,5.173186268412274
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0829344661458569,0.9372268531272743,-0.7840699461041937,0.3127515753556154,1.0874356702205865,1.2373429502877347,-0.7086318078407263,-0.7411333427918738,0.26054871762030013,-0.5253320721255244,0.6757578224503195,0.8892440102472671,0.6246947022781079,-0.2787508482657738,-0.5744691897244197,1.1393985859271503,-1.0244784431422438,-0.18113670128239379,-0.010017625237529661,0.6046859433000819,-0.2057251167501271,0.1315424941189418,0.30932078483042774,0.07399119389389822,-0.2307238819890935,-0.7699097836735579,-0.6860397810879743,-0.8555880684391219,-0.775785874776296,-0.5063552501605223,5.175801632848279
